,created_at,id,id_str,text,truncated,entities,metadata,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang
10,Tue Aug 03 11:47:49 +0000 2021,1422524603516153860,1422524603516153860,モイ！iPhoneからキャス配信中 -2回目のコロナワクチン打ってきたよ！ / ゆるりんちょ https://t.co/HWeL2FxkHT,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/HWeL2FxkHT', 'expanded_url': 'https://twitcasting.tv/yaezakura_601/movie/695091739', 'display_url': 'twitcasting.tv/yaezakura_601/…', 'indices': [47, 70]}]}","{'iso_language_code': 'ja', 'result_type': 'recent'}","<a href=""http://twitcasting.tv/"" rel=""nofollow"">TwitCasting</a>",,,,,,"{'id': 4146062479, 'id_str': '4146062479', 'name': '💮八重桜🌸@麟', 'screen_name': 'yaezakura_601', 'location': 'たいむましーん', 'description': 'ほぼ趣味＆日常の事を呟きます！！ 【2019年8月5日本垢になりました！】こちらが誰か不明&鍵アカウントはフォローしません。(誰か分かればフォローするかもしれません。)\n好き✨和楽器バンド【ファンクラブできる前から好きです】✨USJ🌍✨鬼滅の刃✨PSYCHO-PASS✨進撃の巨人✨etc.....', 'url': 'https://t.co/3LGOe2jGhA', 'entities': {'url': {'urls': [{'url': 'https://t.co/3LGOe2jGhA', 'expanded_url': 'http://ln-library.com/tm/', 'display_url': 'ln-library.com/tm/', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 525, 'friends_count': 333, 'listed_count': 5, 'created_at': 'Fri Nov 06 12:32:12 +0000 2015', 'favourites_count': 4953, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 4537, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1202227119675211776/1cD-PcTq_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1202227119675211776/1cD-PcTq_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/4146062479/1521953778', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,0,False,False,False,ja
11,Tue Aug 03 11:47:48 +0000 2021,1422524601804808194,1422524601804808194,ワクチン２回目から2日経ちましたが、熱下がらず。高熱は脱したけど、37.5℃前後を行ったり来たり。解熱剤も効かなくなりました。流石に明日は仕事行かなきゃ…人生初めて、これが倦怠感か！と知りました。,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","{'iso_language_code': 'ja', 'result_type': 'recent'}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,"{'id': 585482013, 'id_str': '585482013', 'name': 'marionnette', 'screen_name': 'mo071317', 'location': '都城市', 'description': 'ふふ、ふふふ。', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 33, 'friends_count': 110, 'listed_count': 1, 'created_at': 'Sun May 20 05:51:42 +0000 2012', 'favourites_count': 232, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 5835, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1219236523251392512/xe7e8iBz_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1219236523251392512/xe7e8iBz_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,0,False,False,,ja
12,Tue Aug 03 11:47:36 +0000 2021,1422524549325754368,1422524549325754368,"明日はワクチン2回目
生きて帰ってきたい",False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","{'iso_language_code': 'ja', 'result_type': 'recent'}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,"{'id': 905787980899483649, 'id_str': '905787980899483649', 'name': 'るーくん', 'screen_name': 'OREGA_MOKURO___', 'location': '名古屋', 'description': '(L)gbt/超絶ゆるゆるポケカプレイヤー                   \n\n\n\n\n\n\n\n\n\nフェアリー使いの彼女がいます', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 471, 'friends_count': 326, 'listed_count': 4, 'created_at': 'Thu Sep 07 13:40:58 +0000 2017', 'favourites_count': 4105, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 4350, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1297214839077531648/A5XVJYKL_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1297214839077531648/A5XVJYKL_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/905787980899483649/1577317950', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,0,False,False,,ja
13,Tue Aug 03 11:47:36 +0000 2021,1422524548881154062,1422524548881154062,"明日は2回目のワクチン接種〜。
あんまり体調悪くならんといいなー。",False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","{'iso_language_code': 'ja', 'result_type': 'recent'}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,"{'id': 1232262112786833408, 'id_str': '1232262112786833408', 'name': 'ぐるぐる。', 'screen_name': 'yogrut_bkdn', 'location': '', 'description': 'ぐるぐる。です！Reaity・Mirrativ・Youtubeにいます！ 最近→原神 /Apex /スプラ2 /3Dマリオコレクション', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 67, 'friends_count': 63, 'listed_count': 0, 'created_at': 'Tue Feb 25 11:13:02 +0000 2020', 'favourites_count': 1671, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 2296, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1279109843618390016/j9zdax_D_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1279109843618390016/j9zdax_D_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1232262112786833408/1587791117', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,0,False,False,,ja
14,Tue Aug 03 11:47:32 +0000 2021,1422524533550968835,1422524533550968835,金曜日コロナワクチン2回目なんやけど1回目の副反応エグくて5日間くらい吐いてたからまた副反応あるのかと思って遊ぶ予定あんのに大丈夫かなってなる鬱,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","{'iso_language_code': 'ja', 'result_type': 'recent'}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,"{'id': 1420373514557616135, 'id_str': '1420373514557616135', 'name': '寝子', 'screen_name': 'pnpaw', 'location': '99 ♀L寄りB  ﾄｳｶｲ', 'description': 'よくねるこです', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 24, 'friends_count': 25, 'listed_count': 1, 'created_at': 'Wed Jul 28 13:20:26 +0000 2021', 'favourites_count': 425, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 184, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1422234672050753537/n-FZM4Sg_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1422234672050753537/n-FZM4Sg_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,0,False,False,,ja
15,Tue Aug 03 11:47:31 +0000 2021,1422524528475795456,1422524528475795456,ワクチン2回目打って6時間経つんだけど、なんもなくて逆にめっちゃこわい,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","{'iso_language_code': 'ja', 'result_type': 'recent'}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,"{'id': 1262932840313806848, 'id_str': '1262932840313806848', 'name': 'じゃがいも鴎', 'screen_name': 'poteto_LOTTE', 'location': '', 'description': 'ロッテ/高校野球/藤原世代', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 498, 'friends_count': 564, 'listed_count': 1, 'created_at': 'Wed May 20 02:27:24 +0000 2020', 'favourites_count': 6090, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 4260, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1385147199042977793/7IADRn3c_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1385147199042977793/7IADRn3c_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1262932840313806848/1593610356', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,1,False,False,,ja
16,Tue Aug 03 11:47:29 +0000 2021,1422524520200491013,1422524520200491013,2回目のワクチン打ったけど、周りだと熱が出るとかやる気がなくなるとかいろいろ聞いてたのに仕事に追いまくられて熱があるかすらも定かでない、、、,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","{'iso_language_code': 'ja', 'result_type': 'recent'}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,"{'id': 94915792, 'id_str': '94915792', 'name': 'ビール&フレンズ部長代理心得見習', 'screen_name': 'ttori5112', 'location': '電車終点', 'description': 'ﾋﾞｰﾙ党党首部長心得見習馬龍派。理系から金融に迷い込んだオヤジ。マーケットのお仕事。人生ごと荒波に押し流されてる低能サラリーマン。', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 7818, 'friends_count': 968, 'listed_count': 199, 'created_at': 'Sun Dec 06 02:28:35 +0000 2009', 'favourites_count': 847, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 132553, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme13/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme13/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1306753181389471744/QbI4kpp2_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1306753181389471744/QbI4kpp2_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/94915792/1502463563', 'profile_link_color': '1B95E0', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,0,False,False,,ja
17,Tue Aug 03 11:47:28 +0000 2021,1422524518061408259,1422524518061408259,実家の母が2回目のファイザーワクチン接種を終え、24時間経って副反応も弱かったらしく一安心😌,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","{'iso_language_code': 'ja', 'result_type': 'recent'}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,"{'id': 6023862, 'id_str': '6023862', 'name': 'pharaway', 'screen_name': 'alphabill', 'location': 'Galaxy outer rim', 'description': 'P.T.A. since 2014.', 'url': 'https://t.co/5xBQ5vdj4j', 'entities': {'url': {'urls': [{'url': 'https://t.co/5xBQ5vdj4j', 'expanded_url': 'https://www.instagram.com/pharaway/', 'display_url': 'instagram.com/pharaway/', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 781, 'friends_count': 1760, 'listed_count': 34, 'created_at': 'Mon May 14 05:19:22 +0000 2007', 'favourites_count': 96869, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 39649, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '9AE4E8', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/750734010301575170/87_ylaiM_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/750734010301575170/87_ylaiM_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/6023862/1501858929', 'profile_link_color': '4A4D4D', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'E0FF92', 'profile_text_color': '000000', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,0,False,False,,ja
18,Tue Aug 03 11:47:28 +0000 2021,1422524516752760835,1422524516752760835,そういえば昨日ようやくワクチン１回目接種。２回目は３週間後。それから抗体ができるまで２週間。あとはドーム当てるだけだよね。,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","{'iso_language_code': 'ja', 'result_type': 'recent'}","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,"{'id': 730052336047955968, 'id_str': '730052336047955968', 'name': 'KOH（koh_46powered）', 'screen_name': 'koh_46powered', 'location': '', 'description': '生駒里奈さんと山崎怜奈さんと劇団４ドル５０セントと', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 441, 'friends_count': 576, 'listed_count': 12, 'created_at': 'Tue May 10 15:10:15 +0000 2016', 'favourites_count': 34107, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 23357, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/778953089512464384/P1MbC8eE_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/778953089512464384/P1MbC8eE_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,0,False,False,,ja
19,Tue Aug 03 11:47:26 +0000 2021,1422524507722452994,1422524507722452994,今週ワクチン2回目の摂取あるから震えてる。5連休くらいしたい,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","{'iso_language_code': 'ja', 'result_type': 'recent'}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,"{'id': 716214892487790592, 'id_str': '716214892487790592', 'name': 'ちぇらみす💭', 'screen_name': 'chOUEttE460', 'location': 'ベランダ', 'description': 'ゲーム。頭脳明晰容姿端麗ポケモンマスター。来年の抱負「ツイッター辞める」アイコンはコアラです。猫じゃないです。コアラです', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 235, 'friends_count': 452, 'listed_count': 5, 'created_at': 'Sat Apr 02 10:45:11 +0000 2016', 'favourites_count': 36021, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 62018, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1209306827667566592/awabBaXd_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1209306827667566592/awabBaXd_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/716214892487790592/1616147357', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,0,False,False,,ja
